Annual Fees,Originator,Years in Business,1/Years,Credit score,Property Ownership,SIC Code,Industry Category,Industry Subcategory,Num Credit Inquiries,Active Credit Lines,Active Credit Available,Active Credit Balance,Utilitization Percent,Past Due Total Balance,Avg Monthly Payment,Active #30Days,Active #60Days,Active #90Days,Num Charged Off,Credit Bal of Charge Offs,Past Due of Charge Offs,Percent Active Current,Active Percent Revolving,Ever Bankrupt?,Num of Bankruptcies,Time Since Bankruptcy,Num of Child Supports,Num of Closed Judgments,Num of Closed Tax Liens,Amt Past Judgments,Population of Zip Code,White Population,Black Population,Hispanic Population,Asian Population,Hawaiian Population,Indian Population,Other Population,Male Population,Female Population,Households in Zip Code,Persons Per Household,Average House Value,Income Per Household,Median Age,Median Age Male,Median Age Female,State,TimeZone,Metropolitan Statistical Area,Region,Division,Employment,First Quarter Payroll (000),Annual Payroll (000),Avg Annual Salary 
"$3,640 ",A,9,0.1,617,Lease,59440000,Retail - Others,Jewelry,3,8,"$7,300 ","$519,061 ",98.61,"$12,028 ","$4,544 ",0,0,0,0,,,0.625,0.02355603,no,0,,0,0,0,0,36565,16121,6861,8878,6397,334,303,4134,17971,18594,14261,2.53,"$219,100 ","$44,723 ",33.5,32,35,CA,8,"San Francisco-Oakland-San Jose, CA CMSA",West,Pacific,12251,"$113,181 ","$445,957 ","$36,402 "
"$3,320 ",B,6,0.142857143,549,Lease,59420000,Retail - Others,Books,10,5,"$1,250 ","$12,674 ",91.02,$26 ,$475 ,7,1,0,0,,,0.6,0.10781869,yes,1,108.114319,0,0,0,0,1943,780,166,381,741,3,18,175,987,956,996,2.02,"$692,700 ","$32,083 ",38.6,37,40.6,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,33988,"$326,996 ","$1,323,938 ","$38,953 "
"$1,870 ",B,10,0.090909091,605,Lease,72310000,Services - Personal,Beauty shops,1,12,"$16,805 ","$213,872 ",92.71,$0 ,"$2,196 ",2,0,0,0,,,1,0,no,0,,0,0,0,0,25332,23527,247,22451,104,2,22,805,11857,13475,8655,2.95,"$134,800 ","$32,258 ",44.5,41.5,47.5,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,9390,"$49,913 ","$216,002 ","$23,003 "
"$2,940 ",B,5,0.166666667,547,Lease,59991300,Retail - Others,"Toiletries, cosmetics & perfumes",5,8,"$65,870 ","$145,794 ",68.88,$681 ,"$1,739 ",2,1,0,0,,,0.875,0.31348816,no,0,,0,0,0,0,32622,14153,16419,884,1078,11,76,342,15776,16846,11664,2.89,"$158,900 ","$69,527 ",36.6,35.6,37.4,GA,5,"Atlanta, GA MSA",South,South Atlantic,9938,"$86,059 ","$322,930 ","$32,494 "
"$2,310 ",C,4,0.2,576,Lease,59990200,Retail - Others,Art & architectural supplies,1,7,$800 ,"$13,436 ",94.38,$894 ,$401 ,0,0,0,0,,,0.57142857,0.02083954,no,0,,0,0,0,0,26259,7162,12926,9064,58,12,118,5320,12885,13374,9069,3.02,"$46,000 ","$25,119 ",28.2,26.6,29.6,TX,6,"Tyler, TX MSA",South,West South Central,12977,"$105,587 ","$434,726 ","$33,500 "
"$3,220 ",B,4,0.2,645,Lease,58120500,Services - Eating and Drinking,Family restaurants,12,19,"$473,860 ","$1,024,729 ",68.38,"$9,258 ","$11,084 ",4,0,0,0,,,0.89473684,0.00050312,no,0,,0,0,0,0,25042,11078,1214,1175,11489,5,19,672,12821,12221,11230,2.24,"$708,300 ","$38,304 ",38.9,37.9,40.2,NY,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,59417,"$2,277,023 ","$4,670,600 ","$78,607 "
"$2,210 ",B,8,0.111111111,674,Lease,72310000,Services - Personal,Beauty shops,5,6,"$29,024 ","$176,736 ",85.89,"$1,600 ","$2,537 ",33,0,0,0,,,0.83333333,0.15673758,no,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,0,0,0,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,5323,"$43,860 ","$203,892 ","$38,304 "
"$3,340 ",B,3,0.25,528,Lease,58120500,Services - Eating and Drinking,Family restaurants,1,4,"$5,000 ","$3,985 ",44.35,$756 ,$68 ,17,0,0,0,,,0,0.89237435,no,0,,0,0,0,0,25671,16299,4784,5061,544,21,225,2343,12543,13128,11560,2.26,"$107,900 ","$33,809 ",31.2,30,32.4,CT,5,"New London-Norwich, CT-RI MSA",Northeast,New England,14582,"$119,513 ","$506,976 ","$34,767 "
"$3,760 ",B,1,0.5,688,Lease,7620000,Services - Farming,Farm management services,1,13,"$30,800 ","$132,245 ",81.11,$146 ,"$2,048 ",5,0,0,0,,,0.84615385,0.05771989,no,0,,0,0,0,0,6875,5453,1094,73,7,1,216,23,3335,3540,2637,2.84,"$69,800 ","$33,308 ",32.8,31.4,34.1,AL,6,"Mobile, AL MSA",South,East South Central,1130,"$5,598 ","$23,388 ","$20,697 "
"$3,940 ",B,5,0.166666667,531,Lease,59210000,Retail - Others,Alcoholic beverages,6,13,"$14,660 ","$36,678 ",71.44,"$2,188 ",$938 ,22,7,14,0,,,0.61538462,0.40580836,no,0,,0,0,0,0,14226,10546,2466,1049,224,3,28,389,6979,7247,5779,2.67,"$142,300 ","$47,249 ",31.4,30.7,31.9,IL,6,"Chicago-Gary-Kenosha, IL-IN-WI CMSA",Midwest,East North Central,1043,"$6,396 ","$30,008 ","$28,771 "
"$2,310 ",C,11,0.083333333,627,Lease,72310000,Services - Personal,Beauty shops,2,11,"$22,000 ","$8,415 ",27.67,"$4,960 ",$212 ,0,0,0,0,,,0.54545455,0.26987486,no,0,,0,0,0,0,27200,18854,3391,6216,1656,21,117,2125,13581,13619,15990,1.85,"$147,300 ","$42,458 ",32.3,31.8,32.9,TX,6,"Houston-Galveston-Brazoria, TX CMSA",South,West South Central,18454,"$141,181 ","$601,672 ","$32,604 "
"$3,330 ",C,17,0.055555556,617,Mortgage,70110200,Services - Hotels Rooming and Other Lodging,Vacation lodges,6,15,"$148,200 ","$763,120 ",83.74,$159 ,"$9,272 ",0,0,0,0,,,0.93333333,0.09606318,no,0,,0,0,0,0,79,78,0,1,1,0,0,0,41,38,251,1.88,"$625,000 ","$131,250 ",59.8,60.8,59,FL,5,"Fort Myers-Cape Coral, FL MSA",South,South Atlantic,178,$567 ,"$2,862 ","$16,079 "
"$4,090 ",C,4,0.2,584,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,9,40,"$31,603 ","$67,010 ",67.95,"$4,431 ","$1,811 ",0,0,0,0,,,0.75,0.13435775,no,0,,0,0,1,0,32623,20215,8697,4665,912,19,136,1578,16129,16494,12992,2.67,"$88,600 ","$39,185 ",31.7,31,32.3,FL,5,"Orlando, FL MSA",South,South Atlantic,13993,"$135,265 ","$567,382 ","$40,548 "
"$3,980 ",B,4,0.2,456,Lease,72310000,Services - Personal,Beauty shops,4,15,"$10,150 ","$62,050 ",85.94,$330 ,"$1,366 ",6,1,0,0,,,0.86666667,0.03919937,yes,2,17.9460755,0,0,3,0,49282,47535,758,414,231,7,115,158,23775,25507,20064,2.55,"$106,200 ","$44,328 ",37.8,36.3,39.2,OH,5,"Cincinnati-Hamilton, OH-KY-IN CMSA",Midwest,East North Central,10810,"$71,532 ","$307,654 ","$28,460 "
"$3,340 ",B,5,0.166666667,719,Lease,57120000,"Retail - Furniture, Furnishings & Appliances",Furniture,2,16,"$119,700 ","$71,475 ",37.39,$0 ,"$1,844 ",0,0,0,0,,,1,0.70643431,no,0,,0,0,0,0,25062,16665,1029,8625,2641,30,229,3302,12145,12917,8507,2.98,"$205,900 ","$59,158 ",35.1,33.6,36.4,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,5747,"$44,554 ","$195,568 ","$34,030 "
"$3,550 ",B,14,0.066666667,558,Lease,75320000,Services - Auto Repair & Maintenance,Top & body repair & paint shops,12,17,"$97,400 ","$1,077,708 ",91.71,"$4,345 ","$8,763 ",7,1,0,0,,,0.82352941,0.01706157,no,0,,0,0,3,0,20975,16199,1446,2201,1100,112,231,782,9981,10994,9161,2.37,"$138,500 ","$33,918 ",32.7,31.2,34.3,CA,8,"Sacramento-Yolo, CA CMSA",West,Pacific,8226,"$60,919 ","$264,962 ","$32,210 "
"$4,140 ",C,8,0.111111111,547,Mortgage,59991300,Retail - Others,"Toiletries, cosmetics & perfumes",4,8,"$11,070 ","$142,010 ",92.77,"$1,295 ","$1,609 ",7,3,3,0,,,0.625,0.07600861,yes,1,53.0076591,0,0,0,0,7766,6542,157,1348,33,5,62,786,3985,3781,2849,2.95,"$114,900 ","$53,401 ",31.1,30.9,31.3,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,827,"$5,652 ","$25,184 ","$30,452 "
"$4,020 ",C,8,0.111111111,488,Lease,75490300,Services - Transportation & Storage,Towing services,9,20,"$230,249 ","$561,683 ",70.93,"$2,067 ","$7,249 ",25,8,5,0,,,0.75,0.06513784,no,0,,0,0,0,0,38537,27036,458,13665,1122,79,586,7483,18880,19657,14073,2.76,"$154,700 ","$43,237 ",34.5,33.1,36,CA,8,"Sacramento-Yolo, CA CMSA",West,Pacific,9803,"$68,086 ","$276,531 ","$28,209 "
"$3,940 ",C,1,0.5,703,Lease,72310000,Services - Personal,Beauty shops,16,17,"$55,200 ","$2,364,674 ",97.72,$0 ,"$20,216 ",0,0,0,0,,,1,0.07829563,no,0,,0,0,0,0,24380,18558,600,5601,679,305,722,2469,12350,12030,10532,2.45,"$112,600 ","$28,839 ",29.9,29.5,30.5,UT,7,"Salt Lake City-Ogden, UT MSA",West,Mountain,27350,"$212,993 ","$892,522 ","$32,633 "
"$3,890 ",C,1,0.5,456,Lease,58120500,Services - Eating and Drinking,Family restaurants,6,16,"$22,754 ","$452,057 ",95.21,"$4,567 ","$5,390 ",7,6,4,0,,,0.6875,0.05507402,no,0,,0,0,0,0,35834,29538,4151,703,790,12,192,313,17491,18343,15254,2.47,"$93,500 ","$38,916 ",31.1,30.3,32,MO,6,"Columbia, MO MSA",Midwest,West North Central,13148,"$87,914 ","$376,510 ","$28,636 "
"$2,900 ",B,2,0.333333333,680,Lease,58120500,Services - Eating and Drinking,Family restaurants,3,13,"$124,600 ","$130,328 ",51.12,$0 ,"$2,326 ",0,0,0,0,,,1,0.38774428,no,0,,0,0,0,0,44894,42275,798,1248,663,10,209,264,21617,23277,19186,2.4,"$112,500 ","$45,525 ",38.5,36.7,40.1,MI,5,"Detroit-Ann Arbor-Flint, MI CMSA",Midwest,East North Central,13195,"$100,441 ","$410,426 ","$31,105 "
"$5,050 ",C,2,0.333333333,484,Lease,65310000,Services - Real Estate,Real estate agents & managers,3,12,"$1,775 ","$35,688 ",95.26,"$1,240 ",$904 ,10,3,9,0,,,0.75,0.07239196,yes,1,47.946819,0,0,0,0,33493,30989,1575,512,168,8,91,207,15839,17654,15834,2.25,"$91,000 ","$30,197 ",37.1,35.4,38.7,TN,5,"Johnson City-Kingsport-Bristol, TN-VA MS",South,East South Central,21818,"$133,900 ","$535,077 ","$24,525 "
"$2,150 ",B,5,0.166666667,589,Mortgage,41210000,Services - Transportation & Storage,Taxicab & limo service,2,6,"$3,474 ","$2,092 ",37.59,$470 ,$55 ,19,3,0,0,,,0.66666667,0.86313337,no,0,,0,0,0,0,32198,29982,991,1533,427,5,39,414,15088,17110,13225,2.47,"$170,000 ","$57,489 ",42.1,40.2,44.1,CT,5,New York-Northern New Jersey-Long Island,Northeast,New England,4203,"$26,860 ","$118,228 ","$28,129 "
"$4,190 ",B,13,0.071428571,556,Lease,52110200,Retail - Hardware & Home Improvement,Door & window products,1,8,"$11,149 ","$5,090 ",31.34,"$4,810 ",$384 ,13,4,7,0,,,0.375,0.98598162,yes,1,104.36258,0,1,1,2381,23906,15525,5696,1294,810,94,141,595,11653,12253,10206,2.59,"$84,300 ","$36,379 ",33.2,31.8,34.4,KY,5,,South,East South Central,5247,"$23,037 ","$103,940 ","$19,809 "
"$3,060 ",A,2,0.333333333,672,Mortgage,58120500,Services - Eating and Drinking,Family restaurants,6,19,"$48,505 ","$137,763 ",73.96,$0 ,"$1,607 ",1,0,0,0,,,1,0.65402376,no,0,,0,0,0,0,13824,12689,297,751,408,7,38,209,6863,6961,4549,3.12,"$242,700 ","$109,351 ",34.7,35.3,34.2,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,1961,"$12,755 ","$59,377 ","$30,279 "
"$3,220 ",C,4,0.2,647,Lease,58120500,Services - Eating and Drinking,Family restaurants,3,7,"$23,100 ","$22,288 ",49.11,$0 ,$921 ,4,0,0,0,,,1,0.81270364,no,0,,0,0,0,0,34956,25567,1712,3174,5723,11,84,879,16269,18687,16466,2.17,"$295,300 ","$69,097 ",39.3,37.9,40.8,MD,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,36252,"$384,574 ","$1,597,130 ","$44,056 "
"$2,840 ",B,5,0.166666667,703,Lease,75370000,Services - Auto Repair & Maintenance,Automotive transmission repair shops,1,20,"$74,274 ","$475,435 ",86.49,$0 ,"$4,657 ",0,0,0,0,,,1,0.15380865,no,0,,0,0,0,0,36049,27783,942,11638,403,54,386,5495,18635,17414,20757,2.65,"$105,400 ","$37,330 ",35.9,33.4,38.2,AZ,7,"Yuma, AZ MSA",West,Mountain,10729,"$72,068 ","$272,713 ","$25,418 "
"$4,520 ",B,1,0.5,615,Lease,79910103,Services - Amusement & Recreation,Spas,10,15,"$116,950 ","$1,000,703 ",89.54,$0 ,"$8,079 ",1,0,0,0,,,1,0.02936404,no,0,,0,0,0,0,22650,19338,281,710,2140,34,42,286,10843,11807,11671,2.12,"$432,300 ","$63,358 ",43.1,41.1,45,WA,8,"Seattle-Tacoma-Bremerton, WA CMSA",West,Pacific,48799,"$656,239 ","$2,665,443 ","$54,621 "
"$3,320 ",A,5,0.166666667,664,Mortgage,59990605,Retail - Others,Mobile telephones & equipment,7,22,"$61,678 ","$94,377 ",60.48,$0 ,"$3,531 ",1,0,0,0,,,1,0.74100092,no,0,,0,0,0,0,37860,24810,3189,14877,759,23,312,7387,19175,18685,15204,2.66,"$79,100 ","$39,902 ",30.2,29.8,30.7,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,29078,"$239,197 ","$992,098 ","$34,119 "
"$1,780 ",A,2,0.333333333,529,Lease,80410000,Services - Health,Chiropractors,4,3,"$29,500 ","$298,224 ",91,"$12,118 ","$2,334 ",8,1,4,0,,,0.33333333,0,no,0,,0,0,0,0,17749,16320,870,103,345,2,12,23,8596,9153,8044,2.29,"$118,600 ","$44,096 ",41.2,39.1,43.3,OH,5,"Cleveland-Akron, OH CMSA",Midwest,East North Central,10080,"$115,631 ","$381,032 ","$37,801 "
"$1,880 ",A,2,0.333333333,557,Lease,58120600,Services - Eating and Drinking,Pizza restaurants,1,2,"$3,000 ","$20,389 ",87.17,$809 ,$562 ,8,1,4,0,,,0.5,0,no,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,0,0,0,CO,7,"Pueblo, CO MSA",West,Mountain,262,"$1,200 ","$4,841 ","$18,477 "
"$3,010 ",B,7,0.125,588,Lease,50210000,Wholesale,Furniture,15,7,"$6,100 ","$571,512 ",98.94,"$7,327 ","$4,951 ",0,0,0,0,,,0.85714286,0.01255892,no,0,,0,0,0,0,44142,41021,469,33476,313,5,49,1209,20788,23354,15413,2.91,"$145,700 ","$44,400 ",40.6,38.4,43,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,18363,"$134,155 ","$562,824 ","$30,650 "
"$3,060 ",B,3,0.25,546,Lease,72310000,Services - Personal,Beauty shops,4,14,"$10,995 ","$83,136 ",88.32,$107 ,"$1,529 ",2,0,0,0,,,0.92857143,0.18638775,no,0,,0,0,0,0,22598,5586,15969,230,367,3,38,139,10327,12271,9742,2.35,"$149,800 ","$52,557 ",40.3,38,41.9,MI,5,"Detroit-Ann Arbor-Flint, MI CMSA",Midwest,East North Central,41313,"$464,458 ","$2,003,439 ","$48,494 "
"$2,300 ",A,13,0.071428571,610,Lease,72210000,Services - Personal,Portrait studio,2,1,"$2,600 ","$13,349 ",83.7,$0 ,$353 ,0,0,0,0,,,1,0,no,0,,0,0,0,0,52892,36509,10070,7496,724,22,179,2303,26453,26439,24101,2.49,"$89,400 ","$36,341 ",37.4,36.7,38.2,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,18675,"$146,854 ","$599,172 ","$32,084 "
"$1,470 ",A,23,0.041666667,725,Lease,56210102,Retail - Clothes & Accessories,Bridal shops,0,1,"$1,000 ",$0 ,0,$0 ,$0 ,0,0,0,0,,,1,,no,0,,0,0,1,0,42571,40444,1050,332,457,2,76,116,20751,21820,17329,2.43,"$112,100 ","$41,311 ",36.7,35.3,38.1,OH,5,,Midwest,East North Central,24106,"$168,937 ","$699,995 ","$29,038 "
"$1,610 ",A,3,0.25,499,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,6,4,$500 ,"$19,203 ",97.46,"$1,133 ",$490 ,2,0,0,0,,,0.5,0.02947893,no,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,0,0,0,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,486,"$2,562 ","$10,930 ","$22,490 "
"$3,110 ",B,3,0.25,469,Lease,72310000,Services - Personal,Beauty shops,15,6,"$1,450 ","$12,856 ",89.86,$275 ,$268 ,10,3,3,0,,,0.5,0.9115733,no,0,,0,0,0,0,40594,13103,4963,9925,14631,237,292,4712,19746,20848,11606,3.54,"$108,300 ","$36,566 ",27.4,26,28.6,CA,8,"Stockton-Lodi, CA MSA",West,Pacific,7510,"$56,718 ","$228,438 ","$30,418 "
"$3,510 ",C,9,0.1,698,Lease,58120500,Services - Eating and Drinking,Family restaurants,4,13,"$57,100 ","$566,822 ",90.85,$0 ,"$5,222 ",0,0,0,0,,,1,0.12619877,no,0,,0,0,0,0,15213,14921,39,613,87,1,28,73,7482,7731,15156,2.07,"$290,700 ","$59,615 ",60,60.7,59.3,FL,5,"Naples, FL MSA",South,South Atlantic,5424,"$32,303 ","$130,570 ","$24,073 "
"$2,510 ",A,5,0.166666667,591,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,6,5,"$1,650 ","$207,854 ",99.21,$0 ,"$2,221 ",1,1,2,0,,,0.8,0.00399944,no,0,,0,0,0,0,31057,22397,5450,2246,1391,18,63,1041,15134,15923,16220,2.05,"$386,200 ","$52,638 ",31.6,31,32.2,GA,5,"Atlanta, GA MSA",South,South Atlantic,12606,"$152,202 ","$611,125 ","$48,479 "
"$2,220 ",B,9,0.1,563,Own,58120500,Services - Eating and Drinking,Family restaurants,3,19,"$14,807 ","$104,032 ",87.54,$69 ,"$3,795 ",11,0,0,0,,,0.89473684,0.36103212,no,0,,0,0,0,0,28464,27449,191,350,457,2,35,118,13958,14506,9982,2.82,"$200,800 ","$69,581 ",37.6,36.8,38.3,MA,5,"Boston-Worcester-Lawrence, MA-NH-ME-CT CMSA",Northeast,New England,15823,"$185,993 ","$770,200 ","$48,676 "
"$2,430 ",B,1,0.5,584,Lease,59991100,Retail - Others,Pets & pet supplies,4,2,"$1,000 ","$20,677 ",95.39,$404 ,$420 ,4,0,0,0,,,0.5,0.04833019,no,0,,0,0,0,0,25771,21758,688,1073,1499,121,286,505,13015,12756,9158,2.88,"$168,400 ","$60,534 ",36.4,36.4,36.4,WA,8,"Seattle-Tacoma-Bremerton, WA CMSA",West,Pacific,21139,"$230,562 ","$946,392 ","$44,770 "
"$2,010 ",A,5,0.166666667,657,Lease,57130000,"Retail - Furniture, Furnishings & Appliances",Floor covering,5,10,"$56,500 ","$528,201 ",90.34,$0 ,"$5,223 ",8,0,0,0,,,1,0.08778004,no,0,,0,0,0,0,37946,32364,2251,7114,413,26,128,1846,18224,19722,15562,2.63,"$83,800 ","$38,271 ",39.8,38.8,40.7,FL,5,"Daytona Beach, FL MSA",South,South Atlantic,3556,"$17,266 ","$74,268 ","$20,885 "
"$3,700 ",C,8,0.111111111,727,Lease,55310000,Retail - Automotive Dealers & Gas Stations,Automotive supplies,0,7,"$30,654 ","$177,267 ",85.26,$0 ,"$3,042 ",0,0,0,0,,,1,0.15840898,no,0,,0,0,0,0,20523,11358,8770,237,154,2,39,54,9495,11028,9132,2.45,"$91,700 ","$32,175 ",34.7,32.5,36.4,AL,6,"Auburn-Opelika, AL MSA",South,East South Central,16544,"$96,807 ","$407,956 ","$24,659 "
"$3,490 ",B,11,0.083333333,583,Lease,41210000,Services - Transportation & Storage,Taxicab & limo service,5,26,"$44,080 ","$421,606 ",90.53,$0 ,"$5,682 ",13,2,0,0,,,1,0.15946845,no,0,,0,0,0,0,22951,14387,3981,3462,1626,8,137,1860,11772,11179,10671,2.28,"$130,900 ","$32,558 ",28.4,28.3,28.6,WI,6,"Madison, WI MSA",Midwest,East North Central,18908,"$170,221 ","$722,446 ","$38,208 "
"$2,660 ",A,3,0.25,661,Lease,72310000,Services - Personal,Beauty shops,1,3,"$8,300 ","$56,041 ",87.1,$0 ,$814 ,0,0,0,0,,,1,0,no,0,,0,0,0,0,40983,24254,13039,1231,902,23,110,583,19813,21170,18662,2.36,"$77,100 ","$31,548 ",33,31.8,34.2,OH,5,"Columbus, OH MSA",Midwest,East North Central,5817,"$43,008 ","$178,311 ","$30,653 "
"$2,630 ",B,23,0.041666667,593,Lease,41210000,Services - Transportation & Storage,Taxicab & limo service,3,17,"$166,710 ","$178,074 ",51.65,$75 ,"$2,055 ",24,2,0,0,,,0.94117647,0.40347505,no,0,,0,0,0,0,22874,13452,7126,1727,777,15,49,930,11066,11808,13110,1.87,"$95,700 ","$38,668 ",33.9,32.9,35.1,PA,5,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",Northeast,Middle Atlantic,9574,"$87,299 ","$343,406 ","$35,869 "
"$2,130 ",B,3,0.25,622,Lease,75370000,Services - Auto Repair & Maintenance,Automotive transmission repair shops,6,9,"$6,026 ","$36,888 ",85.96,$0 ,$812 ,9,5,7,0,,,1,0.219793,no,0,,0,0,0,0,36033,29046,5540,798,657,3,120,245,17271,18762,16590,2.32,"$97,600 ","$35,859 ",31.8,30.1,33.8,LA,6,"Lafayette, LA MSA",South,West South Central,18361,"$120,526 ","$506,257 ","$27,572 "
"$3,590 ",C,3,0.25,593,Mortgage,73360000,Services - For Businesses,Commercial art & graphic design,24,28,"$73,542 ","$237,205 ",76.33,$0 ,"$5,550 ",1,0,0,0,,,1,0.36420176,no,0,,0,0,0,0,25217,16509,2315,3637,2868,226,222,1435,12508,12709,9369,2.62,"$209,800 ","$49,646 ",31.3,30.2,32.7,CA,8,"San Diego, CA MSA",West,Pacific,57810,"$675,595 ","$2,732,046 ","$47,259 "
"$2,570 ",B,13,0.071428571,593,Lease,51220000,Wholesale,Drugs & drugstore products,1,12,"$20,050 ","$71,727 ",78.15,$0 ,$481 ,2,0,0,0,,,1,0.32374849,no,0,,0,0,1,0,68764,29973,4915,37768,10586,450,404,18875,37116,31648,17197,3.69,"$162,600 ","$42,970 ",31.2,30.8,31.9,CA,8,"San Diego, CA MSA",West,Pacific,11326,"$80,901 ","$346,555 ","$30,598 "
"$2,820 ",C,10,0.090909091,710,Mortgage,75340000,Services - Auto Repair & Maintenance,Tire retreading & repair shops,0,7,"$59,200 ","$2,797 ",4.51,$0 ,$130 ,0,0,0,0,,,1,1,no,0,,0,0,0,0,10506,8069,2334,111,8,0,15,19,5127,5379,4278,2.71,"$65,200 ","$28,145 ",35,34.2,35.7,MS,6,,South,East South Central,2590,"$14,535 ","$62,917 ","$24,292 "
"$3,230 ",B,6,0.142857143,506,Lease,59990605,Retail - Others,Mobile telephones & equipment,0,13,"$55,100 ","$114,298 ",67.47,"$9,185 ","$4,206 ",13,3,6,0,,,0.61538462,0.53204348,no,0,,0,0,0,0,17386,15446,994,1366,315,5,18,255,8443,8943,7991,2.23,"$161,200 ","$56,381 ",40.2,39.1,41.3,FL,5,"West Palm Beach-Boca Raton, FL MSA",South,South Atlantic,38038,"$381,438 ","$1,403,944 ","$36,909 "
"$2,880 ",C,1,0.5,532,Lease,79991300,Services - Amusement & Recreation,Gambling & lottery services,7,10,"$5,350 ","$16,430 ",75.44,$0 ,$794 ,5,2,0,0,,,1,0.31401565,no,0,,0,0,0,0,62308,20516,36146,4459,1969,24,129,1659,28719,33589,20811,3.11,"$246,800 ","$42,967 ",31.7,29.7,33.5,NY,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,6683,"$40,436 ","$176,688 ","$26,438 "
"$2,930 ",B,5,0.166666667,581,Lease,79910000,Services - Amusement & Recreation,Gyms,3,18,"$21,180 ","$110,178 ",83.88,"$15,661 ","$2,609 ",3,1,0,0,,,0.88888889,0.23718374,no,0,,0,0,0,0,16729,15915,48,189,95,4,480,31,7957,8772,7465,2.36,"$71,200 ","$33,037 ",40,38.2,41.4,NY,5,,Northeast,Middle Atlantic,6799,"$53,278 ","$219,485 ","$32,282 "
"$3,020 ",C,2,0.333333333,596,Mortgage,56210102,Retail - Clothes & Accessories,Bridal shops,3,5,"$7,000 ","$257,042 ",97.35,$0 ,"$2,483 ",0,1,0,0,,,1,0.00733701,no,0,,0,0,0,0,3787,3749,0,14,1,0,4,1,1824,1963,1573,2.54,"$76,500 ","$33,348 ",39,37.5,40.4,WV,5,,South,South Atlantic,1192,"$7,127 ","$23,813 ","$19,977 "
"$3,710 ",C,7,0.125,491,Own,59430000,Retail - Others,Stationery,2,10,"$24,900 ","$754,487 ",96.81,"$9,386 ","$6,958 ",23,11,6,0,,,0.7,0.04303681,no,0,,0,0,0,0,46101,31499,1169,15490,1892,220,1053,8402,24066,22035,19738,2.47,"$138,400 ","$34,237 ",32.3,31.9,32.8,NV,8,"Reno, NV MSA",West,Mountain,42415,"$330,517 ","$1,377,247 ","$32,471 "
"$3,870 ",B,2,0.333333333,508,Lease,79991100,Services - Amusement & Recreation,"Instruction schools, camps & services",0,21,"$276,259 ","$854,755 ",75.57,$64 ,"$8,804 ",15,2,1,0,,,0.9047619,0.1147441,no,0,,0,0,0,0,32552,25958,1292,6234,1037,117,330,2214,16044,16508,11593,2.87,"$211,000 ","$61,828 ",35.8,35,36.5,CA,8,"San Francisco-Oakland-San Jose, CA CMSA",West,Pacific,12275,"$103,830 ","$412,246 ","$33,584 "
"$3,950 ",C,30,0.032258065,590,Lease,58130100,Services - Eating and Drinking,Bars & lounges,5,13,"$122,620 ","$92,915 ",43.11,"$3,146 ",$854 ,21,9,7,0,,,0.30769231,0.25247804,no,0,,0,0,1,0,40838,31092,8449,906,497,1,64,387,19664,21174,16571,2.52,"$102,400 ","$47,142 ",34,32.5,35.3,TN,6,"Jackson, TN MSA",South,East South Central,21774,"$124,241 ","$550,464 ","$25,281 "
"$3,070 ",B,7,0.125,552,Lease,72310000,Services - Personal,Beauty shops,3,10,$850 ,"$4,768 ",84.87,"$1,132 ",$97 ,2,0,0,0,,,0.7,0.5707729,no,0,,0,0,0,0,31769,14679,5820,9331,4825,18,128,4618,16327,15442,15020,2.19,"$169,200 ","$45,223 ",32.7,32,33.7,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,20836,"$489,679 ","$1,522,463 ","$73,069 "
"$4,470 ",A,2,0.333333333,538,Lease,59950000,Retail - Others,Optical goods,4,17,$250 ,"$320,202 ",99.92,$918 ,"$2,761 ",26,1,0,0,,,0.88235294,0.00073079,yes,1,37.9755985,0,0,0,0,6923,6755,39,66,30,1,16,19,3338,3585,2634,2.65,"$103,800 ","$46,575 ",34.4,33.5,35.1,MN,6,"Rochester, MN MSA",Midwest,West North Central,1365,"$7,713 ","$34,581 ","$25,334 "
